_id,lang,tln,cc,loc,p,tlt,plt,t,cr,acr,pln,flrs,f,uid
915954265360871425,en,,,,,,,"MrMBB333MrMBB333 Where is the Mississippi River water going? | Going DRY not long after historic floods Oct 2, 2... https://t.co/Q4HVRL9pkT",2017-10-05T09:28:09Z,2016-11-26T08:07:05Z,,173,,802506464350863361
914475744377528322,en,,,,,,,RT @ABSCBNNews: Dont worry! Dengue-stricken Nadine gives positive health update https://t.co/28830vs78M,2017-10-01T07:33:02Z,2016-10-14T20:51:33Z,,8,,787116168481951744
914626890794647552,en,,,,,,,RT @kurteichenwald: Nazis in street. 9 million children lose health insur. Dengue fever &amp; death in Puerto Rico. Nuclear saber rattling. Ame…,2017-10-01T17:33:38Z,2008-11-21T02:23:19Z,,219,,17533234
917469971445309440,en,,,,,,,RT @Americares: Remember from @CityofMiami: #DrainAndCover any standing water to stop mosquitoes from breeding #Zika #Dengue… ,2017-10-09T13:51:01Z,2017-09-30T23:05:55Z,,34,,914348125606817793
914252713332002821,en,,,,,,,RT @JacobAWohl: @realDonaldTrump There is a night and day difference between President Trump and Obama https://t.co/ORtDvFF1al,2017-09-30T16:46:47Z,2016-11-22T19:15:10Z,,3818,,801225039081312257
916201458059575297,en,,,,,,,RT @SaniaaAshiq: A lady from Punjab Health Department just visited my place to ensure cleanliness of our home for Dengue.,2017-10-06T01:50:24Z,2011-08-29T09:44:17Z,,12096,,364307391
908588775302848512,en,,,,,,,"RT @staronline: Heavy rains trigger flash floods in Penang
https://t.co/h933YPzchq https://t.co/lH5RWNqr6w",2017-09-15T01:40:19Z,2013-02-22T14:20:02Z,,234,,1209631016
914232789385461760,en,,,,,,,RT @JacobAWohl: @realDonaldTrump There is a night and day difference between President Trump and Obama https://t.co/ORtDvFF1al,2017-09-30T15:27:37Z,2013-02-25T10:31:33Z,,37153,,1219144500
917756914766725122,en,,,,,,,RT @FilthyDonald: Please excuse Donnie from day care He is busy planning WW3  &amp; cannot take time for trivial things like fire &amp; floods http…,2017-10-10T08:51:14Z,2011-04-10T11:45:09Z,,799,,280110910
912345846284476417,en,,,,,,,RT @JeremyCorbyn4PM: John McDonnell: Recent storms &amp; floods a wake-up call. We have immense resources yet Tory govt has slashed funding in…,2017-09-25T10:29:34Z,2011-01-22T06:43:57Z,,131,,241502713
918040255659479040,en,,,,,,,RT @timothynjoya: The floods from Ngong Hills deposit bang seeds 2 my garden that grow like https://t.co/n0OnLhw5Y7 am destroy them. https:…,2017-10-11T03:37:07Z,2009-05-23T16:06:26Z,,574,,42102341
916302528459018241,en,,,,,,,Your business needs protection from floods. Here are some strategies to protect yourself:   https://t.co/FcULoa6oab https://t.co/tI3jG55YdJ,2017-10-06T08:32:01Z,2009-05-20T09:56:12Z,,1322,,41379915
910541820957941760,en,,,,,,,"RT @yenisafakEN: #Bangladesh flash floods add to #RohingyaMuslims misery
https://t.co/VkoWip0MqW
#RohingyaCrisis https://t.co/gxmhb9HgpA",2017-09-20T11:01:01Z,2015-07-02T08:28:52Z,,80,,3266041092
911380155590938625,en,,,,,,,"RT @ChronOpinion: Opinion | Zoning wont save Houston from floods, but greener rules might

https://t.co/7OcikUQBpk",2017-09-22T18:32:16Z,2016-03-16T19:36:41Z,,204,,710271100228243457
917858988040925184,en,,,,,,,"RT @lenoretaylor: NBN fibre to the node may leave lives at risk in bushfires and floods, experts warn https://t.co/CWbGhTSQPB",2017-10-10T15:36:50Z,2011-08-17T01:34:14Z,,334,,356699266
907769605065723904,en,,,,,,,Floods may cost South Asia $215 billion a year by 2030 https://t.co/DQUXIVJ0ID https://t.co/n2K96MfCj6,2017-09-12T19:25:14Z,2010-07-03T12:00:42Z,,4023,,162437804
908207906285174784,en,,,,,,,"RT @Devinder_Sharma: After 2 yrs of back-to-back drought, #DeMonetisation, floods and now drought ahead. Rural economy is devastated.   htt…",2017-09-14T00:26:53Z,2010-03-02T23:48:34Z,,46,,119281870
918365623327084544,en,,,,,,,"Floods and landslides kill 37, leave 40 missing in Vietnam - Read: https://t.co/B2RncT8GcX  #BeFullyInformed",2017-10-12T01:10:01Z,2008-07-10T02:25:26Z,,531728,,15375209
